scenario,probability,timestamp,price_eur_per_mwh
high,0.25,2026-01-01T06:00:00Z,81.7
high,0.25,2026-01-01T07:00:00Z,104.8
high,0.25,2026-01-01T08:00:00Z,117.6
high,0.25,2026-01-01T09:00:00Z,110.6
high,0.25,2026-01-01T10:00:00Z,93.8
high,0.25,2026-01-01T11:00:00Z,81.6
high,0.25,2026-01-01T12:00:00Z,77.1
high,0.25,2026-01-01T13:00:00Z,77.3
high,0.25,2026-01-01T14:00:00Z,81.7
high,0.25,2026-01-01T15:00:00Z,93.4
high,0.25,2026-01-01T16:00:00Z,114.2
high,0.25,2026-01-01T17:00:00Z,136.9
high,0.25,2026-01-01T18:00:00Z,147.1
high,0.25,2026-01-01T19:00:00Z,136.9
high,0.25,2026-01-01T20:00:00Z,114.2
high,0.25,2026-01-01T21:00:00Z,93.4
high,0.25,2026-01-01T22:00:00Z,81.7
high,0.25,2026-01-01T23:00:00Z,77.1
scarcity,0.1,2026-01-01T00:00:00Z,87.6
scarcity,0.1,2026-01-01T01:00:00Z,80.0
scarcity,0.1,2026-01-01T02:00:00Z,73.7
scarcity,0.1,2026-01-01T03:00:00Z,71.4
scarcity,0.1,2026-01-01T04:00:00Z,75.3
scarcity,0.1,2026-01-01T05:00:00Z,87.5
scarcity,0.1,2026-01-01T06:00:00Z,110.6
scarcity,0.1,2026-01-01T07:00:00Z,139.1
scarcity,0.1,2026-01-01T08:00:00Z,280
scarcity,0.1,2026-01-01T09:00:00Z,146.2
scarcity,0.1,2026-01-01T10:00:00Z,125.6
scarcity,0.1,2026-01-01T11:00:00Z,110.6
scarcity,0.1,2026-01-01T12:00:00Z,105.1
scarcity,0.1,2026-01-01T13:00:00Z,105.3
scarcity,0.1,2026-01-01T14:00:00Z,110.7
scarcity,0.1,2026-01-01T15:00:00Z,125.1
scarcity,0.1,2026-01-01T16:00:00Z,150.7
scarcity,0.1,2026-01-01T17:00:00Z,350
scarcity,0.1,2026-01-01T18:00:00Z,520
scarcity,0.1,2026-01-01T19:00:00Z,410
scarcity,0.1,2026-01-01T20:00:00Z,150.7
scarcity,0.1,2026-01-01T21:00:00Z,125.1
scarcity,0.1,2026-01-01T22:00:00Z,110.6
scarcity,0.1,2026-01-01T23:00:00Z,105.1
