scenario,probability,timestamp,price_eur_per_mwh
base,0.5,2026-01-01T11:00:00Z,55.18
base,0.5,2026-01-01T11:15:00Z,55.27
base,0.5,2026-01-01T11:30:00Z,50.31
base,0.5,2026-01-01T11:45:00Z,46.49
base,0.5,2026-01-01T12:00:00Z,54.8
base,0.5,2026-01-01T12:15:00Z,45.34
base,0.5,2026-01-01T12:30:00Z,51.65
base,0.5,2026-01-01T12:45:00Z,56.39
base,0.5,2026-01-01T13:00:00Z,54.8
base,0.5,2026-01-01T13:15:00Z,49.8
base,0.5,2026-01-01T13:30:00Z,54.65
base,0.5,2026-01-01T13:45:00Z,55.97
base,0.5,2026-01-01T14:00:00Z,62.42
base,0.5,2026-01-01T14:15:00Z,62.81
base,0.5,2026-01-01T14:30:00Z,63.37
base,0.5,2026-01-01T14:45:00Z,63.8
base,0.5,2026-01-01T15:00:00Z,62.09
base,0.5,2026-01-01T15:15:00Z,73.9
base,0.5,2026-01-01T15:30:00Z,77.09
base,0.5,2026-01-01T15:45:00Z,77.86
base,0.5,2026-01-01T16:00:00Z,80.27
base,0.5,2026-01-01T16:15:00Z,88.91
base,0.5,2026-01-01T16:30:00Z,90.05
base,0.5,2026-01-01T16:45:00Z,96.8
base,0.5,2026-01-01T17:00:00Z,103.46
base,0.5,2026-01-01T17:15:00Z,100.99
base,0.5,2026-01-01T17:30:00Z,105.6
base,0.5,2026-01-01T17:45:00Z,104.57
base,0.5,2026-01-01T18:00:00Z,103.3
base,0.5,2026-01-01T18:15:00Z,106.01
base,0.5,2026-01-01T18:30:00Z,102.48
base,0.5,2026-01-01T18:45:00Z,106.47
base,0.5,2026-01-01T19:00:00Z,98.56
base,0.5,2026-01-01T19:15:00Z,94.02
base,0.5,2026-01-01T19:30:00Z,89.01
base,0.5,2026-01-01T19:45:00Z,87.65
base,0.5,2026-01-01T20:00:00Z,82.61
base,0.5,2026-01-01T20:15:00Z,76.68
base,0.5,2026-01-01T20:30:00Z,66.54
base,0.5,2026-01-01T20:45:00Z,67.26
base,0.5,2026-01-01T21:00:00Z,60.11
base,0.5,2026-01-01T21:15:00Z,64.53
base,0.5,2026-01-01T21:30:00Z,62.38
base,0.5,2026-01-01T21:45:00Z,63.39
base,0.5,2026-01-01T22:00:00Z,57.98
base,0.5,2026-01-01T22:15:00Z,54.11
base,0.5,2026-01-01T22:30:00Z,48.38
base,0.5,2026-01-01T22:45:00Z,52.54
base,0.5,2026-01-01T23:00:00Z,44.44
base,0.5,2026-01-01T23:15:00Z,51.86
base,0.5,2026-01-01T23:30:00Z,56.12
base,0.5,2026-01-01T23:45:00Z,58.04
stress,0.25,2026-01-01T00:00:00Z,65.23
stress,0.25,2026-01-01T00:15:00Z,70.63
stress,0.25,2026-01-01T00:30:00Z,64.18
stress,0.25,2026-01-01T00:45:00Z,65.18
stress,0.25,2026-01-01T01:00:00Z,61.13
stress,0.25,2026-01-01T01:15:00Z,65.15
stress,0.25,2026-01-01T01:30:00Z,59.18
stress,0.25,2026-01-01T01:45:00Z,63.9
stress,0.25,2026-01-01T02:00:00Z,58.22
stress,0.25,2026-01-01T02:15:00Z,51.61
stress,0.25,2026-01-01T02:30:00Z,51.68
stress,0.25,2026-01-01T02:45:00Z,56.28
stress,0.25,2026-01-01T03:00:00Z,53.01
stress,0.25,2026-01-01T03:15:00Z,55.92
stress,0.25,2026-01-01T03:30:00Z,58.69
stress,0.25,2026-01-01T03:45:00Z,49.17
stress,0.25,2026-01-01T04:00:00Z,62.33
stress,0.25,2026-01-01T04:15:00Z,52.06
stress,0.25,2026-01-01T04:30:00Z,64.12
stress,0.25,2026-01-01T04:45:00Z,77.22
stress,0.25,2026-01-01T05:00:00Z,73.91
stress,0.25,2026-01-01T05:15:00Z,68.29
stress,0.25,2026-01-01T05:30:00Z,70.68
stress,0.25,2026-01-01T05:45:00Z,87.31
stress,0.25,2026-01-01T06:00:00Z,92.6
stress,0.25,2026-01-01T06:15:00Z,88.82
stress,0.25,2026-01-01T06:30:00Z,105.0
stress,0.25,2026-01-01T06:45:00Z,105.76
stress,0.25,2026-01-01T07:00:00Z,115.88
stress,0.25,2026-01-01T07:15:00Z,122.59
stress,0.25,2026-01-01T07:30:00Z,116.27
stress,0.25,2026-01-01T07:45:00Z,121.78
stress,0.25,2026-01-01T08:00:00Z,131.58
stress,0.25,2026-01-01T08:15:00Z,130.59
stress,0.25,2026-01-01T08:30:00Z,118.75
stress,0.25,2026-01-01T08:45:00Z,119.88
stress,0.25,2026-01-01T09:00:00Z,119.39
stress,0.25,2026-01-01T09:15:00Z,118.25
stress,0.25,2026-01-01T09:30:00Z,109.26
stress,0.25,2026-01-01T09:45:00Z,111.4
stress,0.25,2026-01-01T10:00:00Z,104.06
stress,0.25,2026-01-01T10:15:00Z,99.34
stress,0.25,2026-01-01T10:30:00Z,96.48
stress,0.25,2026-01-01T10:45:00Z,89.99
stress,0.25,2026-01-01T11:00:00Z,85.28
stress,0.25,2026-01-01T11:15:00Z,79.36
stress,0.25,2026-01-01T11:30:00Z,84.81
stress,0.25,2026-01-01T11:45:00Z,81.41
stress,0.25,2026-01-01T12:00:00Z,79.95
stress,0.25,2026-01-01T12:15:00Z,79.38
stress,0.25,2026-01-01T12:30:00Z,81.89
stress,0.25,2026-01-01T12:45:00Z,92.43
stress,0.25,2026-01-01T13:00:00Z,82.89
stress,0.25,2026-01-01T13:15:00Z,88.55
stress,0.25,2026-01-01T13:30:00Z,85.4
stress,0.25,2026-01-01T13:45:00Z,88.5
stress,0.25,2026-01-01T14:00:00Z,79.92
stress,0.25,2026-01-01T14:15:00Z,96.01
stress,0.25,2026-01-01T14:30:00Z,94.23
stress,0.25,2026-01-01T14:45:00Z,91.93
stress,0.25,2026-01-01T15:00:00Z,102.83
stress,0.25,2026-01-01T15:15:00Z,105.52
stress,0.25,2026-01-01T15:30:00Z,112.9
stress,0.25,2026-01-01T15:45:00Z,116.54
stress,0.25,2026-01-01T16:00:00Z,119.82
stress,0.25,2026-01-01T16:15:00Z,122.79
stress,0.25,2026-01-01T16:30:00Z,138.71
stress,0.25,2026-01-01T16:45:00Z,138.83
stress,0.25,2026-01-01T17:00:00Z,151.29
stress,0.25,2026-01-01T17:15:00Z,152.46
stress,0.25,2026-01-01T17:30:00Z,169.13
stress,0.25,2026-01-01T17:45:00Z,180.58
stress,0.25,2026-01-01T18:00:00Z,178.92
stress,0.25,2026-01-01T18:15:00Z,152.44
stress,0.25,2026-01-01T18:30:00Z,147.67
stress,0.25,2026-01-01T18:45:00Z,168.95
stress,0.25,2026-01-01T19:00:00Z,166.3
stress,0.25,2026-01-01T19:15:00Z,139.59
stress,0.25,2026-01-01T19:30:00Z,135.07
stress,0.25,2026-01-01T19:45:00Z,127.17
stress,0.25,2026-01-01T20:00:00Z,118.57
stress,0.25,2026-01-01T20:15:00Z,124.38
stress,0.25,2026-01-01T20:30:00Z,108.31
stress,0.25,2026-01-01T20:45:00Z,111.12
stress,0.25,2026-01-01T21:00:00Z,106.33
stress,0.25,2026-01-01T21:15:00Z,92.47
stress,0.25,2026-01-01T21:30:00Z,102.68
stress,0.25,2026-01-01T21:45:00Z,86.5
stress,0.25,2026-01-01T22:00:00Z,87.35
stress,0.25,2026-01-01T22:15:00Z,79.76
stress,0.25,2026-01-01T22:30:00Z,82.64
stress,0.25,2026-01-01T22:45:00Z,89.47
stress,0.25,2026-01-01T23:00:00Z,88.03
stress,0.25,2026-01-01T23:15:00Z,85.06
stress,0.25,2026-01-01T23:30:00Z,84.55
stress,0.25,2026-01-01T23:45:00Z,78.5
