scenario,probability,timestamp,price_eur_per_mwh
deep_low,0.05,2026-01-07T04:00:00Z,4.0
deep_low,0.05,2026-01-07T05:00:00Z,8.2
deep_low,0.05,2026-01-07T06:00:00Z,16.2
deep_low,0.05,2026-01-07T07:00:00Z,26.0
deep_low,0.05,2026-01-07T08:00:00Z,31.4
deep_low,0.05,2026-01-07T09:00:00Z,28.4
deep_low,0.05,2026-01-07T10:00:00Z,21.3
deep_low,0.05,2026-01-07T11:00:00Z,16.2
deep_low,0.05,2026-01-07T12:00:00Z,14.2
deep_low,0.05,2026-01-07T13:00:00Z,14.3
deep_low,0.05,2026-01-07T14:00:00Z,16.2
deep_low,0.05,2026-01-07T15:00:00Z,21.1
deep_low,0.05,2026-01-07T16:00:00Z,29.9
deep_low,0.05,2026-01-07T17:00:00Z,39.5
deep_low,0.05,2026-01-07T18:00:00Z,43.8
deep_low,0.05,2026-01-07T19:00:00Z,39.5
deep_low,0.05,2026-01-07T20:00:00Z,29.9
deep_low,0.05,2026-01-07T21:00:00Z,21.1
deep_low,0.05,2026-01-07T22:00:00Z,16.2
deep_low,0.05,2026-01-07T23:00:00Z,14.2
deep_low,0.05,2026-01-08T00:00:00Z,8.2
deep_low,0.05,2026-01-08T01:00:00Z,5.6
deep_low,0.05,2026-01-08T02:00:00Z,3.5
deep_low,0.05,2026-01-08T03:00:00Z,2.7
deep_low,0.05,2026-01-08T04:00:00Z,4.0
deep_low,0.05,2026-01-08T05:00:00Z,8.2
deep_low,0.05,2026-01-08T06:00:00Z,16.2
deep_low,0.05,2026-01-08T07:00:00Z,26.0
deep_low,0.05,2026-01-08T08:00:00Z,31.4
deep_low,0.05,2026-01-08T09:00:00Z,28.4
deep_low,0.05,2026-01-08T10:00:00Z,21.3
deep_low,0.05,2026-01-08T11:00:00Z,16.2
deep_low,0.05,2026-01-08T12:00:00Z,14.2
deep_low,0.05,2026-01-08T13:00:00Z,14.3
deep_low,0.05,2026-01-08T14:00:00Z,16.2
deep_low,0.05,2026-01-08T15:00:00Z,21.1
deep_low,0.05,2026-01-08T16:00:00Z,29.9
deep_low,0.05,2026-01-08T17:00:00Z,39.5
deep_low,0.05,2026-01-08T18:00:00Z,43.8
deep_low,0.05,2026-01-08T19:00:00Z,39.5
deep_low,0.05,2026-01-08T20:00:00Z,29.9
deep_low,0.05,2026-01-08T21:00:00Z,21.1
deep_low,0.05,2026-01-08T22:00:00Z,16.2
deep_low,0.05,2026-01-08T23:00:00Z,14.2
deep_low,0.05,2026-01-09T00:00:00Z,8.2
deep_low,0.05,2026-01-09T01:00:00Z,5.6
deep_low,0.05,2026-01-09T02:00:00Z,3.5
deep_low,0.05,2026-01-09T03:00:00Z,2.7
deep_low,0.05,2026-01-09T04:00:00Z,4.0
deep_low,0.05,2026-01-09T05:00:00Z,8.2
deep_low,0.05,2026-01-09T06:00:00Z,16.2
deep_low,0.05,2026-01-09T07:00:00Z,26.0
deep_low,0.05,2026-01-09T08:00:00Z,31.4
deep_low,0.05,2026-01-09T09:00:00Z,28.4
deep_low,0.05,2026-01-09T10:00:00Z,21.3
deep_low,0.05,2026-01-09T11:00:00Z,16.2
deep_low,0.05,2026-01-09T12:00:00Z,14.2
deep_low,0.05,2026-01-09T13:00:00Z,14.3
deep_low,0.05,2026-01-09T14:00:00Z,16.2
deep_low,0.05,2026-01-09T15:00:00Z,21.1
deep_low,0.05,2026-01-09T16:00:00Z,29.9
deep_low,0.05,2026-01-09T17:00:00Z,39.5
deep_low,0.05,2026-01-09T18:00:00Z,43.8
deep_low,0.05,2026-01-09T19:00:00Z,39.5
deep_low,0.05,2026-01-09T20:00:00Z,29.9
deep_low,0.05,2026-01-09T21:00:00Z,21.1
deep_low,0.05,2026-01-09T22:00:00Z,16.2
deep_low,0.05,2026-01-09T23:00:00Z,14.2
deep_low,0.05,2026-01-10T00:00:00Z,5.5
deep_low,0.05,2026-01-10T01:00:00Z,3.1
deep_low,0.05,2026-01-10T02:00:00Z,1.2
deep_low,0.05,2026-01-10T03:00:00Z,0.6
deep_low,0.05,2026-01-10T04:00:00Z,1.7
deep_low,0.05,2026-01-10T05:00:00Z,5.4
deep_low,0.05,2026-01-10T06:00:00Z,12.4
deep_low,0.05,2026-01-10T07:00:00Z,21.0
deep_low,0.05,2026-01-10T08:00:00Z,25.8
deep_low,0.05,2026-01-10T09:00:00Z,23.2
deep_low,0.05,2026-01-10T10:00:00Z,16.9
deep_low,0.05,2026-01-10T11:00:00Z,12.4
deep_low,0.05,2026-01-10T12:00:00Z,-15
deep_low,0.05,2026-01-10T13:00:00Z,-25
deep_low,0.05,2026-01-10T14:00:00Z,-10
deep_low,0.05,2026-01-10T15:00:00Z,16.8
deep_low,0.05,2026-01-10T16:00:00Z,24.5
deep_low,0.05,2026-01-10T17:00:00Z,33.0
deep_low,0.05,2026-01-10T18:00:00Z,36.8
deep_low,0.05,2026-01-10T19:00:00Z,33.0
deep_low,0.05,2026-01-10T20:00:00Z,24.5
deep_low,0.05,2026-01-10T21:00:00Z,16.8
deep_low,0.05,2026-01-10T22:00:00Z,12.4
deep_low,0.05,2026-01-10T23:00:00Z,10.7
deep_low,0.05,2026-01-11T00:00:00Z,3.6
deep_low,0.05,2026-01-11T01:00:00Z,1.5
deep_low,0.05,2026-01-11T02:00:00Z,-0.2
deep_low,0.05,2026-01-11T03:00:00Z,-0.9
deep_low,0.05,2026-01-11T04:00:00Z,0.2
deep_low,0.05,2026-01-11T05:00:00Z,3.6
deep_low,0.05,2026-01-11T06:00:00Z,9.9
deep_low,0.05,2026-01-11T07:00:00Z,17.8
deep_low,0.05,2026-01-11T08:00:00Z,22.1
deep_low,0.05,2026-01-11T09:00:00Z,19.7
deep_low,0.05,2026-01-11T10:00:00Z,-25
deep_low,0.05,2026-01-11T11:00:00Z,-40
deep_low,0.05,2026-01-11T12:00:00Z,-55
deep_low,0.05,2026-01-11T13:00:00Z,-60
deep_low,0.05,2026-01-11T14:00:00Z,-45
deep_low,0.05,2026-01-11T15:00:00Z,-20
deep_low,0.05,2026-01-11T16:00:00Z,20.9
deep_low,0.05,2026-01-11T17:00:00Z,28.6
deep_low,0.05,2026-01-11T18:00:00Z,32.1
deep_low,0.05,2026-01-11T19:00:00Z,28.6
deep_low,0.05,2026-01-11T20:00:00Z,20.9
deep_low,0.05,2026-01-11T21:00:00Z,13.9
deep_low,0.05,2026-01-11T22:00:00Z,9.9
deep_low,0.05,2026-01-11T23:00:00Z,8.4
low,0.2,2026-01-05T00:00:00Z,26.7
low,0.2,2026-01-05T01:00:00Z,23.1
low,0.2,2026-01-05T02:00:00Z,20.2
low,0.2,2026-01-05T03:00:00Z,19.1
low,0.2,2026-01-05T04:00:00Z,20.9
low,0.2,2026-01-05T05:00:00Z,26.7
low,0.2,2026-01-05T06:00:00Z,37.5
low,0.2,2026-01-05T07:00:00Z,50.8
low,0.2,2026-01-05T08:00:00Z,58.2
low,0.2,2026-01-05T09:00:00Z,54.2
low,0.2,2026-01-05T10:00:00Z,44.5
low,0.2,2026-01-05T11:00:00Z,37.5
low,0.2,2026-01-05T12:00:00Z,34.9
low,0.2,2026-01-05T13:00:00Z,35.0
low,0.2,2026-01-05T14:00:00Z,37.5
low,0.2,2026-01-05T15:00:00Z,44.3
low,0.2,2026-01-05T16:00:00Z,56.3
low,0.2,2026-01-05T17:00:00Z,69.4
low,0.2,2026-01-05T18:00:00Z,75.2
low,0.2,2026-01-05T19:00:00Z,69.4
low,0.2,2026-01-05T20:00:00Z,56.3
low,0.2,2026-01-05T21:00:00Z,44.3
low,0.2,2026-01-05T22:00:00Z,37.5
low,0.2,2026-01-05T23:00:00Z,34.9
low,0.2,2026-01-06T00:00:00Z,26.7
low,0.2,2026-01-06T01:00:00Z,23.1
low,0.2,2026-01-06T02:00:00Z,20.2
low,0.2,2026-01-06T03:00:00Z,19.1
low,0.2,2026-01-06T04:00:00Z,20.9
low,0.2,2026-01-06T05:00:00Z,26.7
low,0.2,2026-01-06T06:00:00Z,37.5
low,0.2,2026-01-06T07:00:00Z,50.8
low,0.2,2026-01-06T08:00:00Z,58.2
low,0.2,2026-01-06T09:00:00Z,54.2
low,0.2,2026-01-06T10:00:00Z,44.5
low,0.2,2026-01-06T11:00:00Z,37.5
low,0.2,2026-01-06T12:00:00Z,34.9
low,0.2,2026-01-06T13:00:00Z,35.0
low,0.2,2026-01-06T14:00:00Z,37.5
low,0.2,2026-01-06T15:00:00Z,44.3
low,0.2,2026-01-06T16:00:00Z,56.3
low,0.2,2026-01-06T17:00:00Z,69.4
low,0.2,2026-01-06T18:00:00Z,75.2
low,0.2,2026-01-06T19:00:00Z,69.4
low,0.2,2026-01-06T20:00:00Z,56.3
low,0.2,2026-01-06T21:00:00Z,44.3
low,0.2,2026-01-06T22:00:00Z,37.5
low,0.2,2026-01-06T23:00:00Z,34.9
low,0.2,2026-01-07T00:00:00Z,26.7
low,0.2,2026-01-07T01:00:00Z,23.1
low,0.2,2026-01-07T02:00:00Z,20.2
low,0.2,2026-01-07T03:00:00Z,19.1
low,0.2,2026-01-07T04:00:00Z,20.9
low,0.2,2026-01-07T05:00:00Z,26.7
low,0.2,2026-01-07T06:00:00Z,37.5
low,0.2,2026-01-07T07:00:00Z,50.8
low,0.2,2026-01-07T08:00:00Z,58.2
low,0.2,2026-01-07T09:00:00Z,54.2
low,0.2,2026-01-07T10:00:00Z,44.5
low,0.2,2026-01-07T11:00:00Z,37.5
low,0.2,2026-01-07T12:00:00Z,34.9
low,0.2,2026-01-07T13:00:00Z,35.0
low,0.2,2026-01-07T14:00:00Z,37.5
low,0.2,2026-01-07T15:00:00Z,44.3
low,0.2,2026-01-07T16:00:00Z,56.3
low,0.2,2026-01-07T17:00:00Z,69.4
low,0.2,2026-01-07T18:00:00Z,75.2
low,0.2,2026-01-07T19:00:00Z,69.4
low,0.2,2026-01-07T20:00:00Z,56.3
low,0.2,2026-01-07T21:00:00Z,44.3
low,0.2,2026-01-07T22:00:00Z,37.5
low,0.2,2026-01-07T23:00:00Z,34.9
low,0.2,2026-01-08T00:00:00Z,26.7
low,0.2,2026-01-08T01:00:00Z,23.1
low,0.2,2026-01-08T02:00:00Z,20.2
low,0.2,2026-01-08T03:00:00Z,19.1
low,0.2,2026-01-08T04:00:00Z,20.9
low,0.2,2026-01-08T05:00:00Z,26.7
low,0.2,2026-01-08T06:00:00Z,37.5
low,0.2,2026-01-08T07:00:00Z,50.8
low,0.2,2026-01-08T08:00:00Z,58.2
low,0.2,2026-01-08T09:00:00Z,54.2
low,0.2,2026-01-08T10:00:00Z,44.5
low,0.2,2026-01-08T11:00:00Z,37.5
low,0.2,2026-01-08T12:00:00Z,34.9
low,0.2,2026-01-08T13:00:00Z,35.0
low,0.2,2026-01-08T14:00:00Z,37.5
low,0.2,2026-01-08T15:00:00Z,44.3
low,0.2,2026-01-08T16:00:00Z,56.3
low,0.2,2026-01-08T17:00:00Z,69.4
low,0.2,2026-01-08T18:00:00Z,75.2
low,0.2,2026-01-08T19:00:00Z,69.4
low,0.2,2026-01-08T20:00:00Z,56.3
low,0.2,2026-01-08T21:00:00Z,44.3
low,0.2,2026-01-08T22:00:00Z,37.5
low,0.2,2026-01-08T23:00:00Z,34.9
low,0.2,2026-01-09T00:00:00Z,26.7
low,0.2,2026-01-09T01:00:00Z,23.1
low,0.2,2026-01-09T02:00:00Z,20.2
low,0.2,2026-01-09T03:00:00Z,19.1
low,0.2,2026-01-09T04:00:00Z,20.9
low,0.2,2026-01-09T05:00:00Z,26.7
low,0.2,2026-01-09T06:00:00Z,37.5
low,0.2,2026-01-09T07:00:00Z,50.8
low,0.2,2026-01-09T08:00:00Z,58.2
low,0.2,2026-01-09T09:00:00Z,54.2
low,0.2,2026-01-09T10:00:00Z,44.5
low,0.2,2026-01-09T11:00:00Z,37.5
low,0.2,2026-01-09T12:00:00Z,34.9
low,0.2,2026-01-09T13:00:00Z,35.0
low,0.2,2026-01-09T14:00:00Z,37.5
low,0.2,2026-01-09T15:00:00Z,44.3
low,0.2,2026-01-09T16:00:00Z,56.3
low,0.2,2026-01-09T17:00:00Z,69.4
low,0.2,2026-01-09T18:00:00Z,75.2
low,0.2,2026-01-09T19:00:00Z,69.4
low,0.2,2026-01-09T20:00:00Z,56.3
low,0.2,2026-01-09T21:00:00Z,44.3
low,0.2,2026-01-09T22:00:00Z,37.5
low,0.2,2026-01-09T23:00:00Z,34.9
low,0.2,2026-01-10T00:00:00Z,22.9
low,0.2,2026-01-10T01:00:00Z,19.7
low,0.2,2026-01-10T02:00:00Z,17.1
low,0.2,2026-01-10T03:00:00Z,16.2
low,0.2,2026-01-10T04:00:00Z,17.8
low,0.2,2026-01-10T05:00:00Z,22.9
low,0.2,2026-01-10T06:00:00Z,32.4
low,0.2,2026-01-10T07:00:00Z,44.1
low,0.2,2026-01-10T08:00:00Z,50.6
low,0.2,2026-01-10T09:00:00Z,47.1
low,0.2,2026-01-10T10:00:00Z,38.6
low,0.2,2026-01-10T11:00:00Z,32.4
low,0.2,2026-01-10T12:00:00Z,30.1
low,0.2,2026-01-10T13:00:00Z,30.2
low,0.2,2026-01-10T14:00:00Z,32.4
low,0.2,2026-01-10T15:00:00Z,38.4
low,0.2,2026-01-10T16:00:00Z,48.9
low,0.2,2026-01-10T17:00:00Z,60.4
low,0.2,2026-01-10T18:00:00Z,65.6
low,0.2,2026-01-10T19:00:00Z,60.4
low,0.2,2026-01-10T20:00:00Z,48.9
low,0.2,2026-01-10T21:00:00Z,38.4
low,0.2,2026-01-10T22:00:00Z,32.4
low,0.2,2026-01-10T23:00:00Z,30.1
low,0.2,2026-01-11T00:00:00Z,20.4
low,0.2,2026-01-11T01:00:00Z,17.5
low,0.2,2026-01-11T02:00:00Z,15.1
low,0.2,2026-01-11T03:00:00Z,14.3
low,0.2,2026-01-11T04:00:00Z,15.7
low,0.2,2026-01-11T05:00:00Z,20.3
low,0.2,2026-01-11T06:00:00Z,29.0
low,0.2,2026-01-11T07:00:00Z,39.7
low,0.2,2026-01-11T08:00:00Z,45.6
low,0.2,2026-01-11T09:00:00Z,42.3
low,0.2,2026-01-11T10:00:00Z,34.6
low,0.2,2026-01-11T11:00:00Z,29.0
low,0.2,2026-01-11T12:00:00Z,26.9
low,0.2,2026-01-11T13:00:00Z,27.0
low,0.2,2026-01-11T14:00:00Z,29.0
low,0.2,2026-01-11T15:00:00Z,34.4
low,0.2,2026-01-11T16:00:00Z,44.0
low,0.2,2026-01-11T17:00:00Z,54.5
low,0.2,2026-01-11T18:00:00Z,59.2
low,0.2,2026-01-11T19:00:00Z,54.5
low,0.2,2026-01-11T20:00:00Z,44.0
low,0.2,2026-01-11T21:00:00Z,34.4
low,0.2,2026-01-11T22:00:00Z,29.0
low,0.2,2026-01-11T23:00:00Z,26.9
base,0.4,2026-01-05T00:00:00Z,42.3
base,0.4,2026-01-05T01:00:00Z,37.5
base,0.4,2026-01-05T02:00:00Z,33.5
base,0.4,2026-01-05T03:00:00Z,32.1
base,0.4,2026-01-05T04:00:00Z,34.5
base,0.4,2026-01-05T05:00:00Z,42.2
base,0.4,2026-01-05T06:00:00Z,56.7
base,0.4,2026-01-05T07:00:00Z,74.5
base,0.4,2026-01-05T08:00:00Z,84.3
base,0.4,2026-01-05T09:00:00Z,78.9
base,0.4,2026-01-05T10:00:00Z,66.0
base,0.4,2026-01-05T11:00:00Z,56.6
base,0.4,2026-01-05T12:00:00Z,53.2
base,0.4,2026-01-05T13:00:00Z,53.3
base,0.4,2026-01-05T14:00:00Z,56.7
base,0.4,2026-01-05T15:00:00Z,65.7
base,0.4,2026-01-05T16:00:00Z,81.7
base,0.4,2026-01-05T17:00:00Z,99.1
base,0.4,2026-01-05T18:00:00Z,107.0
base,0.4,2026-01-05T19:00:00Z,99.1
base,0.4,2026-01-05T20:00:00Z,81.7
base,0.4,2026-01-05T21:00:00Z,65.7
base,0.4,2026-01-05T22:00:00Z,56.7
base,0.4,2026-01-05T23:00:00Z,53.2
base,0.4,2026-01-06T00:00:00Z,42.3
base,0.4,2026-01-06T01:00:00Z,37.5
base,0.4,2026-01-06T02:00:00Z,33.5
base,0.4,2026-01-06T03:00:00Z,32.1
base,0.4,2026-01-06T04:00:00Z,34.5
base,0.4,2026-01-06T05:00:00Z,42.2
base,0.4,2026-01-06T06:00:00Z,56.7
base,0.4,2026-01-06T07:00:00Z,74.5
base,0.4,2026-01-06T08:00:00Z,84.3
base,0.4,2026-01-06T09:00:00Z,78.9
base,0.4,2026-01-06T10:00:00Z,66.0
base,0.4,2026-01-06T11:00:00Z,56.6
base,0.4,2026-01-06T12:00:00Z,53.2
base,0.4,2026-01-06T13:00:00Z,53.3
base,0.4,2026-01-06T14:00:00Z,56.7
base,0.4,2026-01-06T15:00:00Z,65.7
base,0.4,2026-01-06T16:00:00Z,81.7
base,0.4,2026-01-06T17:00:00Z,99.1
base,0.4,2026-01-06T18:00:00Z,107.0
base,0.4,2026-01-06T19:00:00Z,99.1
base,0.4,2026-01-06T20:00:00Z,81.7
base,0.4,2026-01-06T21:00:00Z,65.7
base,0.4,2026-01-06T22:00:00Z,56.7
base,0.4,2026-01-06T23:00:00Z,53.2
base,0.4,2026-01-07T00:00:00Z,42.3
base,0.4,2026-01-07T01:00:00Z,37.5
base,0.4,2026-01-07T02:00:00Z,33.5
base,0.4,2026-01-07T03:00:00Z,32.1
base,0.4,2026-01-07T04:00:00Z,34.5
base,0.4,2026-01-07T05:00:00Z,42.2
base,0.4,2026-01-07T06:00:00Z,56.7
base,0.4,2026-01-07T07:00:00Z,74.5
base,0.4,2026-01-07T08:00:00Z,84.3
base,0.4,2026-01-07T09:00:00Z,78.9
base,0.4,2026-01-07T10:00:00Z,66.0
base,0.4,2026-01-07T11:00:00Z,56.6
base,0.4,2026-01-07T12:00:00Z,53.2
base,0.4,2026-01-07T13:00:00Z,53.3
base,0.4,2026-01-07T14:00:00Z,56.7
base,0.4,2026-01-07T15:00:00Z,65.7
base,0.4,2026-01-07T16:00:00Z,81.7
base,0.4,2026-01-07T17:00:00Z,99.1
base,0.4,2026-01-07T18:00:00Z,107.0
base,0.4,2026-01-07T19:00:00Z,99.1
base,0.4,2026-01-07T20:00:00Z,81.7
base,0.4,2026-01-07T21:00:00Z,65.7
base,0.4,2026-01-07T22:00:00Z,56.7
base,0.4,2026-01-07T23:00:00Z,53.2
base,0.4,2026-01-08T00:00:00Z,42.3
base,0.4,2026-01-08T01:00:00Z,37.5
base,0.4,2026-01-08T02:00:00Z,33.5
base,0.4,2026-01-08T03:00:00Z,32.1
base,0.4,2026-01-08T04:00:00Z,34.5
base,0.4,2026-01-08T05:00:00Z,42.2
base,0.4,2026-01-08T06:00:00Z,56.7
base,0.4,2026-01-08T07:00:00Z,74.5
base,0.4,2026-01-08T08:00:00Z,84.3
base,0.4,2026-01-08T09:00:00Z,78.9
base,0.4,2026-01-08T10:00:00Z,66.0
base,0.4,2026-01-08T11:00:00Z,56.6
base,0.4,2026-01-08T12:00:00Z,53.2
base,0.4,2026-01-08T13:00:00Z,53.3
base,0.4,2026-01-08T14:00:00Z,56.7
base,0.4,2026-01-08T15:00:00Z,65.7
base,0.4,2026-01-08T16:00:00Z,81.7
base,0.4,2026-01-08T17:00:00Z,99.1
base,0.4,2026-01-08T18:00:00Z,107.0
base,0.4,2026-01-08T19:00:00Z,99.1
base,0.4,2026-01-08T20:00:00Z,81.7
base,0.4,2026-01-08T21:00:00Z,65.7
base,0.4,2026-01-08T22:00:00Z,56.7
base,0.4,2026-01-08T23:00:00Z,53.2
base,0.4,2026-01-09T00:00:00Z,42.3
base,0.4,2026-01-09T01:00:00Z,37.5
base,0.4,2026-01-09T02:00:00Z,33.5
base,0.4,2026-01-09T03:00:00Z,32.1
base,0.4,2026-01-09T04:00:00Z,34.5
base,0.4,2026-01-09T05:00:00Z,42.2
base,0.4,2026-01-09T06:00:00Z,56.7
base,0.4,2026-01-09T07:00:00Z,74.5
base,0.4,2026-01-09T08:00:00Z,84.3
base,0.4,2026-01-09T09:00:00Z,78.9
base,0.4,2026-01-09T10:00:00Z,66.0
base,0.4,2026-01-09T11:00:00Z,56.6
base,0.4,2026-01-09T12:00:00Z,53.2
base,0.4,2026-01-09T13:00:00Z,53.3
base,0.4,2026-01-09T14:00:00Z,56.7
base,0.4,2026-01-09T15:00:00Z,65.7
base,0.4,2026-01-09T16:00:00Z,81.7
base,0.4,2026-01-09T17:00:00Z,99.1
base,0.4,2026-01-09T18:00:00Z,107.0
base,0.4,2026-01-09T19:00:00Z,99.1
base,0.4,2026-01-09T20:00:00Z,81.7
base,0.4,2026-01-09T21:00:00Z,65.7
base,0.4,2026-01-09T22:00:00Z,56.7
base,0.4,2026-01-09T23:00:00Z,53.2
base,0.4,2026-01-10T00:00:00Z,37.2
base,0.4,2026-01-10T01:00:00Z,33.0
base,0.4,2026-01-10T02:00:00Z,29.5
base,0.4,2026-01-10T03:00:00Z,28.3
base,0.4,2026-01-10T04:00:00Z,30.4
base,0.4,2026-01-10T05:00:00Z,37.1
base,0.4,2026-01-10T06:00:00Z,49.9
base,0.4,2026-01-10T07:00:00Z,65.5
base,0.4,2026-01-10T08:00:00Z,74.2
base,0.4,2026-01-10T09:00:00Z,69.4
base,0.4,2026-01-10T10:00:00Z,58.1
base,0.4,2026-01-10T11:00:00Z,49.8
base,0.4,2026-01-10T12:00:00Z,46.8
base,0.4,2026-01-10T13:00:00Z,46.9
base,0.4,2026-01-10T14:00:00Z,49.9
base,0.4,2026-01-10T15:00:00Z,57.8
base,0.4,2026-01-10T16:00:00Z,71.9
base,0.4,2026-01-10T17:00:00Z,87.2
base,0.4,2026-01-10T18:00:00Z,94.2
base,0.4,2026-01-10T19:00:00Z,87.2
base,0.4,2026-01-10T20:00:00Z,71.9
base,0.4,2026-01-10T21:00:00Z,57.8
base,0.4,2026-01-10T22:00:00Z,49.9
base,0.4,2026-01-10T23:00:00Z,46.8
base,0.4,2026-01-11T00:00:00Z,33.8
base,0.4,2026-01-11T01:00:00Z,30.0
base,0.4,2026-01-11T02:00:00Z,26.8
base,0.4,2026-01-11T03:00:00Z,25.7
base,0.4,2026-01-11T04:00:00Z,27.6
base,0.4,2026-01-11T05:00:00Z,33.8
base,0.4,2026-01-11T06:00:00Z,45.3
base,0.4,2026-01-11T07:00:00Z,59.6
base,0.4,2026-01-11T08:00:00Z,67.4
base,0.4,2026-01-11T09:00:00Z,63.1
base,0.4,2026-01-11T10:00:00Z,52.8
base,0.4,2026-01-11T11:00:00Z,45.3
base,0.4,2026-01-11T12:00:00Z,42.5
base,0.4,2026-01-11T13:00:00Z,42.6
base,0.4,2026-01-11T14:00:00Z,45.3
base,0.4,2026-01-11T15:00:00Z,52.6
base,0.4,2026-01-11T16:00:00Z,65.3
base,0.4,2026-01-11T17:00:00Z,79.3
base,0.4,2026-01-11T18:00:00Z,85.6
base,0.4,2026-01-11T19:00:00Z,79.3
base,0.4,2026-01-11T20:00:00Z,65.3
base,0.4,2026-01-11T21:00:00Z,52.6
base,0.4,2026-01-11T22:00:00Z,45.3
base,0.4,2026-01-11T23:00:00Z,42.5
high,0.25,2026-01-05T00:00:00Z,62.9
high,0.25,2026-01-05T01:00:00Z,56.7
high,0.25,2026-01-05T02:00:00Z,51.6
high,0.25,2026-01-05T03:00:00Z,49.8
high,0.25,2026-01-05T04:00:00Z,52.9
high,0.25,2026-01-05T05:00:00Z,62.9
high,0.25,2026-01-05T06:00:00Z,81.7
high,0.25,2026-01-05T07:00:00Z,104.8
high,0.25,2026-01-05T08:00:00Z,117.6
high,0.25,2026-01-05T09:00:00Z,110.6
high,0.25,2026-01-05T10:00:00Z,93.8
high,0.25,2026-01-05T11:00:00Z,81.6
high,0.25,2026-01-05T12:00:00Z,77.1
high,0.25,2026-01-05T13:00:00Z,77.3
high,0.25,2026-01-05T14:00:00Z,81.7
high,0.25,2026-01-05T15:00:00Z,93.4
high,0.25,2026-01-05T16:00:00Z,114.2
high,0.25,2026-01-05T17:00:00Z,136.9
high,0.25,2026-01-05T18:00:00Z,147.1
high,0.25,2026-01-05T19:00:00Z,136.9
high,0.25,2026-01-05T20:00:00Z,114.2
high,0.25,2026-01-05T21:00:00Z,93.4
high,0.25,2026-01-05T22:00:00Z,81.7
high,0.25,2026-01-05T23:00:00Z,77.1
high,0.25,2026-01-06T00:00:00Z,62.9
high,0.25,2026-01-06T01:00:00Z,56.7
high,0.25,2026-01-06T02:00:00Z,51.6
high,0.25,2026-01-06T03:00:00Z,49.8
high,0.25,2026-01-06T04:00:00Z,52.9
high,0.25,2026-01-06T05:00:00Z,62.9
high,0.25,2026-01-06T06:00:00Z,81.7
high,0.25,2026-01-06T07:00:00Z,104.8
high,0.25,2026-01-06T08:00:00Z,117.6
high,0.25,2026-01-06T09:00:00Z,110.6
